"id","type","level","text","solution","reasoning","source","subject"
"P0165","mmlu_conceptual_physics","Advanced","In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is

Options:
A. about 1 A
B. 2 A
C. Depends on which lamp is closer to the battery
D. Not enough information to say","D","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0166","mmlu_conceptual_physics","Advanced","When we speak of time dilation, we mean that time

Options:
A. compresses with speed.
B. stretches with speed.
C. is a constant at all speeds.
D. is related to space.","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0167","mmlu_conceptual_physics","Advanced","A barometer that uses water instead of mercury will be

Options:
A. shorter
B. taller
C. equal in height
D. inoperable","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0168","mmlu_conceptual_physics","Advanced","The impulse–momentum relationship is a direct result of Newton’s

Options:
A. first law
B. second law
C. third law
D. law of gravity","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0169","mmlu_conceptual_physics","Advanced","To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is

Options:
A. one-quarter.
B. one-half.
C. the same.
D. dependent on your distance from the mirror.","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0170","mmlu_conceptual_physics","Advanced","Polarization is a property of

Options:
A. transverse waves
B. longitudinal waves
C. all waves
D. None of these","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0171","mmlu_conceptual_physics","Advanced","A satellite in Earth orbit is above Earth’s

Options:
A. atmosphere
B. gravitational field
C. Both
D. Neither","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0172","mmlu_conceptual_physics","Advanced","The fact that the acceleration of free fall is the same for all masses is explained by Newton’s

Options:
A. first law
B. second law
C. third law
D. law of action–reaction","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0173","mmlu_conceptual_physics","Advanced","According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces

Options:
A. half the bend.
B. the same bend if the branch doesn’t break.
C. twice the bend.
D. 4 times the bend.","C","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0174","mmlu_conceptual_physics","Advanced","A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be

Options:
A. 48.0 m
B. 24.0 m
C. 6.00 m
D. 3.00 m","C","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0175","mmlu_conceptual_physics","Advanced","Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore

Options:
A. the same
B. opposite
C. Either of these
D. Need more information","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0176","mmlu_college_medicine","College","Sauna use, sometimes referred to as ""sauna bathing,"" is characterized by short-term passive exposure to extreme heat. This exposure elicits mild hyperthermia – an increase in the body's core temperature – that induces a thermoregulatory response involving neuroendocrine, cardiovascular, and cytoprotective mechanisms that work together to restore homeostasis and condition the body for future heat stressors… In recent decades, sauna bathing has emerged as a means to increase lifespan and improve overall health, based on compelling data from observational, interventional, and mechanistic studies. Of particular interest are the findings from studies of participants in the Kuopio Ischemic Heart Disease Risk Factor (KIHD) Study, an ongoing prospective population-based cohort study of health outcomes in more than 2,300 middle-aged men from eastern Finland, which identified strong links between sauna use and reduced death and disease… The KIHD findings showed that men who used the sauna two to three times per week were 27 percent less likely to die from cardiovascular-related causes than men who didn't use the sauna.[2] Furthermore, the benefits they experienced were found to be dose-dependent: Men who used the sauna roughly twice as often, about four to seven times per week, experienced roughly twice the benefits – and were 50 percent less likely to die from cardiovascular-related causes.[2] In addition, frequent sauna users were found to be 40 percent less likely to die from all causes of premature death. These findings held true even when considering age, activity levels, and lifestyle factors that might have influenced the men's health.[2]... The KIHD also revealed that frequent sauna use reduced the risk of developing dementia and Alzheimer's disease in a dose-dependent manner. Men who used the sauna two to three times per week had a 66 percent lower risk of developing dementia and a 65 percent lower risk of developing Alzheimer's disease, compared to men who used the sauna only one time per week… The health benefits associated with sauna use extended to other aspects of mental health, as well. Men participating in the KIHD study who used the sauna four to seven times per week were 77 percent less likely to develop psychotic disorders, regardless of the men's dietary habits, socioeconomic status, physical activity, and inflammatory status (as measured by C-reactive protein)…Exposure to high temperature stresses the body, eliciting a rapid, robust response. The skin and core body temperatures increase markedly, and sweating ensues. The skin heats first, rising to 40°C (104°F), and then changes in core body temperature occur, rising slowly from 37°C (98.6°F, or normal) to 38°C (100.4°F) and then rapidly increasing to 39°C (102.2°F)…  Cardiac output, a measure of the amount of work the heart performs in response to the body's need for oxygen, increases by 60 to 70 percent, while the heart rate (the number of beats per minute) increases and the stroke volume (the amount of blood pumped) remains unchanged.[5] During this time, approximately 50 to 70 percent of the body's blood flow is redistributed from the core to the skin to facilitate sweating. The average person loses approximately 0.5 kg of sweat while sauna bathing.[11] Acute heat exposure also induces a transient increase in overall plasma volume to mitigate the decrease in core blood volume. This increase in plasma volume not only provides a reserve source of fluid for sweating, but it also acts like the water in a car's radiator, cooling the body to prevent rapid increases in core body temperature and promoting heat tolerance… Repeated sauna use acclimates the body to heat and optimizes the body's response to future exposures, likely due to a biological phenomenon known as hormesis, a compensatory defense response following exposure to a mild stressor that is disproportionate to the magnitude of the stressor. Hormesis triggers a vast array of protective mechanisms that not only repair cell damage but also provide protection from subsequent exposures to more devastating stressors… The physiological responses to sauna use are remarkably similar to those experienced during moderate- to vigorous-intensity exercise. In fact, sauna use has been proposed as an alternative to exercise for people who are unable to engage in physical activity due to chronic disease or physical limitations.[13]

According to the article, which of the following is NOT a benefit of sauna use?

Options:
A. Decreased risk of heart attacks.
B. Increase in stroke volume.
C. Improved mental health.
D. Decreased rate of erectile dysfunction.","D","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0177","mmlu_college_medicine","College","Pregnancy tests are extremely sensitive and function by detecting levels of B-hCG, or human chorionic gonadotropin, in urine. This hormone is secreted by what tissue, and what is its function?

Options:
A. Corpus luteum, self-maintenance
B. Endometrium, cell division
C. Blastocyst, increase in blood flow
D. Blastocyst, corpus luteum maintenance","D","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0178","mmlu_college_medicine","College","A young man working with a therapist on becoming more productive is expressing many of his desires throughout growing up and how he feels that it has affected him. Through discernment, the therapist states that he believes the young man’s development is stuck in a stage that reflects itself by his inability to keep his house clean. According to Freud’s theory of psychosexual development, what stage would this young man be fixated in?

Options:
A. Anal
B. Phallic
C. Latent
D. Genital","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0179","mmlu_college_medicine","College","Metabolism is determined by the:

Options:
A. size of proteins in the cell.
B. availability of amino acids.
C. proteins formed as dictated by the genetic material.
D. amino acid composition of the ribonucleic acids.","C","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0180","mmlu_college_medicine","College","An individual presents to the clinic for initial evaluation and establishment of care. The patient was born 46, XY, but identifies as a female. Her preferred pronouns are She/Her. Additionally, she is sexually active with females only. What would describe the gender and orientation of this individual?

Options:
A. Cis-gender, heterosexual
B. Transgender, heterosexual
C. Cis-gender, homosexual
D. Transgender, homosexual","D","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0181","mmlu_college_medicine","College","The conversion of one molecule of glucose to two molecules of pyruvate results in the net formation of:

Options:
A. six molecules of water.
B. two molecules of ATP.
C. three molecules of ATP.
D. thirty-eight molecules of ATP.","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0182","mmlu_college_medicine","College","The net production of ATP via substrate-level phosphorylation in glycolysis is:

Options:
A. 2 from glucose and 3 from glycogen.
B. 2 from glucose and 4 from glycogen.
C. 3 from glucose and 4 from glycogen.
D. 3 from glucose and 2 from glycogen.","A","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0183","mmlu_college_medicine","College","A scientist carrying out experiments on hearing aids fits 30 mice that were genetically modified to lose their hearing with the latest technology and were tested to press a lever when they heard a bell. This was set to varying levels of power. At 80% power, 20 mice pressed the lever. At 70% power, 15 mice pressed the lever. At 60% power, 10 mice pressed the lever. Which of the following power levels corresponds to the absolute threshold for hearing the decibels produced by the bell?

Options:
A. 80%
B. 70%
C. 60%
D. Not enough information given.","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0184","mmlu_college_medicine","College","Sodium bicarbonate ingestion improves middle distance running performance by:

Options:
A. elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.
B. reducing the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.
C. elevating the pH and buffering capacity of the extracellular fluid allowing a faster influx of hydrogen ions into muscle.
D. elevating the pre-exercise muscle pH.","A","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0185","mmlu_college_medicine","College","A fundamental cause of fatigue in high intensity exercise is:

Options:
A. a fall in the cell concentration of ADP.
B. inhibition of ATP production.
C. failure of the ATP supply to match the demand.
D. lack of skill.","C","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0186","mmlu_college_medicine","College","The most rapid method to resynthesize ATP during exercise is through:

Options:
A. glycolysis.
B. phosphocreatine breakdown.
C. tricarboxylic acid cycle (Krebs' cycle).
D. glycogenolysis.","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0187","mmlu_college_medicine","College","A psychologist conducts an experiment in which subjects are asked to learn a series of “facts” which are actually statements that have been fabricated by the research team. The subjects consist of undergraduate students at the university where the experiment is being conducted. The subjects are randomly assigned to groups that are compensated either $10 or $20 for their participation, are given either 15 minutes or 30 minutes to learn the facts, and are asked to recall the facts either in the same room in which they learned the facts or in a very different, unfamiliar setting. Which of the following are dependent variables in this experiment?
I. The amount the subjects were compensated.
II. The room in which the subjects were asked to recall facts.
III. The number of facts the subjects can recall.
IV. The time the subjects were given to learn the facts.

Options:
A. II only
B. III only
C. I and IV only
D. I and III and IV only","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0188","mmlu_college_medicine","College","A scientist, using electrodes, is stimulating a group of neurons in the hypothalamus and recording their membrane potential changes. She observes a sharp rise in membrane potential when she first stimulates them, the the difference of 100mV. When she tries another stimulation immediately after the first, there is no response. However, when she increase the amount of voltage she supplies to the second shock, she observes a similar response to the first. What time period of stimulation would the second shock be characterized in regards to membrane potential?

Options:
A. Depolarization
B. Repolarization
C. Hyperpolarization
D. Resting potential","C","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0189","mmlu_college_medicine","College","During muscular contraction, interactions between myosin and actin allow for shortening of each sarcomere. In addition to the power stroke, what other process of muscle contraction requires ATP?

Options:
A. Tropomyosin-troponin interaction
B. Myosin-actin interaction
C. Calcium-troponin interaction
D. Myosin-actin detachment","D","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0190","mmlu_college_medicine","College","Two scientists at a conference on evolution take to the stage on day 3 to argue their theories against one other. Each is a devout student of their own philosophy. The first scientist contends that organisms evolved via the increase of organs that were used the most during their time. They would then pass these on to subsequent generations. The second scientist, however, believed that advantages each organism possessed were absent for a long time, randomly occurred, and when they were beneficial, that organism would rapidly populate the population over a short period of time, evolutionarily speaking. Which of the following statements would strengthen the second scientist’s argument?

Options:
A. A study that shows that bodybuilders who train more have larger children.
B. A taxonomy study that shows long periods of stagnant growth followed by short burst of massive evolution.
C. A study that showed a species who were more successful due to the things they learned over their lifetime that they passed on to their children.
D. A study that showed a consistent amount of time between the emergence of each new species.","B","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0191","mmlu_college_medicine","College","Performance enhancing synthetic steroids are based on the structure of the hormone:

Options:
A. testosterone.
B. cortisol.
C. progesterone.
D. aldosterone.","A","College-level knowledge required in college medicine.","MMLU","college_medicine"
"P0192","mmlu_virology","Advanced","The group that permits analysis of the entire natural history of HIV/AIDS is:

Options:
A. Persistent seronegatives
B. Long-term survivors
C. Seroconverters
D. Long-term survivors with low levels of CD4+ cells","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0193","mmlu_virology","Advanced","Nipah is a zoonotic paramyxovirus; where did it originate?

Options:
A. Originating in pigs
B. Originating in bats
C. Coming from humans
D. Coming from horses","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0194","mmlu_virology","Advanced","Of the following factors, which are the most important factors for virus spread and infection?

Options:
A. Age
B. Sex
C. Genetic factors
D. Travel","D","Advanced-level knowledge required in virology.","MMLU","virology"
"P0195","mmlu_virology","Advanced","The risk of perinatal transmission of HIV-1 infection during breast feeding is increased due to:

Options:
A. Mixed feeding
B. Very early introduction of solids
C. Both a and b
D. None of them","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0196","mmlu_virology","Advanced","Disease can most often be prevented by which of the following:

Options:
A. Vaccines
B. Antivirals
C. Hygiene
D. mosquito nets","A","Advanced-level knowledge required in virology.","MMLU","virology"
"P0197","mmlu_virology","Advanced","The replication of hepatitis B includes which of the following stages?

Options:
A. Movement of intact virus to the cellular cytoplasm for replication
B. Conversion of relaxed circular viral DNA in to covalently closed circular (CCC) DNA in the nucleus
C. Virions produced in the cytoplasm by cellular DNA polymerase
D. Oncogenic activity to transform liver cells.","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0198","mmlu_virology","Advanced","What is the most common way for a virus to kill a cell?

Options:
A. Dissolves the cellular membrane
B. Induces apoptosis via caspases
C. Fragments cellular DNA
D. Totally blocks cellular transcription","B","Advanced-level knowledge required in virology.","MMLU","virology"
"P0199","mmlu_virology","Advanced","What is the usual direction of 'knowledge' in a cell?

Options:
A. From protein to DNA
B. From DNA to DNA
C. From DNA to RNA to protein
D. Random","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0200","mmlu_virology","Advanced","Which unique form does the rabies virus take?

Options:
A. The virion has a dumbbell appearance
B. It is shaped like a bullet from a gun
C. The virus is star shaped
D. The virion is very pleomorphic","D","Advanced-level knowledge required in virology.","MMLU","virology"
"P0201","mmlu_virology","Advanced","What is urban yellow fever (YF)?

Options:
A. Part of a cycle of mosquitoes biting humans in cities
B. Part of a cycle of mosquitoes biting humans and monkeys in forested areas
C. A mutant of the YF virus
D. A YF species that has adapted to new mosquitoes","A","Advanced-level knowledge required in virology.","MMLU","virology"
"P0202","mmlu_virology","Advanced","The single most important key to the success of the Multicenter AIDS Cohort (MACS) is:

Options:
A. The brilliance of the principal investigator
B. The commitment of the staff
C. The commitment of the participants
D. The quality of the laboratories","C","Advanced-level knowledge required in virology.","MMLU","virology"
"P0203","mmlu_virology","Advanced","Which of the following drugs inhibit herpes viruses?

Options:
A. Amantadine
B. Acyclovir
C. Oseltamivir
D. Azidothymidine","D","Advanced-level knowledge required in virology.","MMLU","virology"
"P0204","mmlu_virology","Advanced","How many people globally are currently infected with hepatitis B?

Options:
A. 350 million
B. 2 billion
C. 100,000
D. 1 million","A","Advanced-level knowledge required in virology.","MMLU","virology"
"P0205","mmlu_virology","Advanced","How does rubella cause foetal abnormalities?

Options:
A. By crossing the placenta early in pregnancy and infecting the foetus
B. By only infecting the placenta
C. By inducing cytokines and chemokines in the mother
D. By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus","A","Advanced-level knowledge required in virology.","MMLU","virology"
"P0206","mmlu_virology","Advanced","The three key intervention strategies according to Professor Shoptaw are:

Options:
A. Behavioral intervention, treatment and structural interventions
B. Condoms, drug therapy and regulation of commercial sex establishments
C. Drug replacement therapy, community intervention and needle exchange
D. HIV testing, drug therapy and condom use","A","Advanced-level knowledge required in virology.","MMLU","virology"
"P0207","mmlu_logical_fallacies","Advanced","Tan ah Tiat, forty-nine years old, a native of Kuala Lumpar, Malaysia, was charged with possession of opium. Arguing for acquittal, he told the judge that his opium habit did no harm, as he was too old to work anyway. Asked how he lived, he replied that he lived on the earnings of his grandmother.

Options:
A. Straw Man
B. False Dilemma
C. Inconsistency
D. Appeal to Authority","C","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0208","mmlu_logical_fallacies","Advanced","Men are better drivers than women are. The proof of this is that men are more capable than women of managing cars on the road.

Options:
A. Begging the question
B. Ad hominem (Attacking the Person)
C. False Dilemma
D. Appeal to Pity","A","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0209","mmlu_logical_fallacies","Advanced","Which fallacy happens when someone argues in favor of a two part proposition, only supports one part of the proposition, then asserts that the entire proposition has been supported.

Options:
A. a priori
B. Complex proposition
C. Extension
D. Appeal to ignorance","B","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0210","mmlu_logical_fallacies","Advanced","The appeal to anonymous authority fallacy consists of

Options:
A. reasoning that an act or series of acts should be carried out because they will have no significant consequences, when there is no evidence there will be no consequences.
B. arguing that a claim should be accepted based on the evidence that a large number of people accept it
C. arguing that something should be done because it has been done in the past
D. arguing a claim should be accepted based only on the assertion that unidentified authorities accept it","D","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0211","mmlu_logical_fallacies","Advanced","Which of the following statements is **not** true?

Options:
A. A formally valid syllogism may be materially untrue
B. A formally valid syllogism must be materially true
C. A materially true conclusion may arise from a formally valid syllogism
D. The formal validity of a syllogism does not guarantee it is materially true","B","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0212","mmlu_logical_fallacies","Advanced","Which of the following describes he fallacy of appeal to pride?

Options:
A. arguing a claim should be accepted based only on evidence that unidentified authorities accept it.
B. arguing someone should accept a claim based only on the evidence that he or she has the favorable characteristics to understand the truth of the claim.
C. arguing something should be done based only on evidence that it's been done that way in the past, or should be believed only because it's been believed for a long time.
D. arguing that an act or series of acts should be carried out because they will have no significant consequences, when there is no evidence for the lack of significant effects.","B","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0213","mmlu_logical_fallacies","Advanced","If someone says if you do something it will lead to extreme consequences, but doesn't provide you with any evidence of a cause and effect relationship between your act and those consequences, that person has probably committed which of the following fallacies?

Options:
A. ad nauseam
B. self evident truths
C. slippery slope
D. suppressed evidence","C","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0214","mmlu_logical_fallacies","Advanced","Which of the following describes the fallacy of appeal to popularity?

Options:
A. saying someone should do something because he or she dislikes someone else
B. saying someone should do something to be better liked by others
C. saying someone should do something because it will make him or her feel good
D. saying someone should accept an idea because of the source of the idea","B","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0215","mmlu_logical_fallacies","Advanced","The fallacy of guilt by association is a specific type of

Options:
A. Fallacy of accident
B. Laudatory personality
C. Begging the question
D. Circular reasoning","A","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0216","mmlu_logical_fallacies","Advanced","Which of the following describes the fallacy of false consolation?

Options:
A. arguing against a position based only on negative personal feelings toward the position
B. responding to charges of wrongdoing by saying others do things as bad or worse
C. arguing that someone is not really harmed because things could be worse or by pointing out what they have to be thankful for
D. using threats of harm instead of reasoning to get agreement","C","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0217","mmlu_logical_fallacies","Advanced","_Ad hominem_ is another name for the fallacy of

Options:
A. appeal to loyalty
B. reducing to an absurdity
C. ignorance of refutation
D. argument against the person","D","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0218","mmlu_logical_fallacies","Advanced","The black-or-white fallacy is another name for

Options:
A. The fallacy of accident
B. False dilemma
C. Begging the question
D. Circular reasoning","B","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0219","mmlu_logical_fallacies","Advanced","Arguing that a claim must be true merely because a substantial number of people believe it is called the fallacy of...

Options:
A. Tu quoque
B. Composition
C. Appeal to the masses
D. Appeal to reason","C","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0220","mmlu_logical_fallacies","Advanced","Which type of syllogism's major premise takes the form, ""All A's are B""?

Options:
A. categorical
B. disjunctive
C. conditional
D. hypothetical","A","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0221","mmlu_logical_fallacies","Advanced",""" _Ad crumenam_ "" is a specific kind of

Options:
A. False analogy
B. Hasty Generalization
C. False sign
D. Hasty Conclusion","C","Advanced-level knowledge required in logical fallacies.","MMLU","logical_fallacies"
"P0222","mmlu_astronomy","Advanced","The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?

Options:
A. Planets orbit around the Sun in nearly circular orbits in a flattened disk.
B. the equal number of terrestrial and jovian planets
C. the craters on the Moon
D. asteroids Kuiper-belt comets and the Oort cloud","B","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0223","mmlu_astronomy","Advanced","Find the best approximation for the surface temperature of the Sun:

Options:
A. 6000 K
B. 7000 K
C. 9000 K
D. 13000 K","A","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0224","mmlu_astronomy","Advanced","The two moons of Mars are called ...

Options:
A. Tritos and Desmos
B. Tritos and Deimos
C. Phobos and Tritos
D. Phobos and Deimos","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0225","mmlu_astronomy","Advanced","Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.

Options:
A. human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere
B. the fact that our politicians spout a lot of hot air
C. the human release of chemicals called CFCs into the stratosphere
D. the increase in forest fires during recent years","A","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0226","mmlu_astronomy","Advanced","From shortest to longest wavelength which of the following correctly orders the different categories of electromagnetic radiation?

Options:
A. infrared visible light ultraviolet X rays gamma rays radio
B. radio infrared visible light ultraviolet X rays gamma rays
C. gamma rays X rays visible light ultraviolet infrared radio
D. gamma rays X rays ultraviolet visible light infrared radio","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0227","mmlu_astronomy","Advanced","Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?

Options:
A. µ Muons
B. Antiparticles
C. ν Neutrinos
D. π Pions","C","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0228","mmlu_astronomy","Advanced","Why are the season's in Mars' southern hemisphere so extreme?

Options:
A. because Mars is farther from the sun than the Earth
B. because Mars has more carbon dioxide in its atmosphere than the Earth
C. because Mars has a more eccentric orbit than the Earth
D. because Mars' axis is more tilted than the Earth's","C","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0229","mmlu_astronomy","Advanced","The Large Magellanic Cloud is ...

Options:
A. a dwarf galaxy orbiting the Milky Way.
B. the closest planetary nebula to the Earth.
C. a bright star cluster discovered by Magellan.
D. the outer arm of the Milky Way named after Magellan.","A","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0230","mmlu_astronomy","Advanced","Which of the following is/are common feature(s) of all fresh (i.e. not eroded) impact craters formed on solid surfaces:

Options:
A. ejecta
B. raised rims
C. central peaks
D. A and B only","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0231","mmlu_astronomy","Advanced","On which planet in our solar system can you find the Great Red Spot?

Options:
A. Venus
B. Mars
C. Jupiter
D. Saturn","C","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0232","mmlu_astronomy","Advanced","Which one of these constellations is not located along the Milky Way in the sky?

Options:
A. Perseus
B. Cygnus
C. Scorpius
D. Leo","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0233","mmlu_astronomy","Advanced","Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?

Options:
A. Mars does not have enough internal heat to drive the greenhouse effect
B. Mars is too far from the sun for the greenhouse effect to work
C. the greenhouse effect requires an ozone layer which Mars does not have
D. the atmosphere on Mars is too thin to trap a significant amount of heat","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0234","mmlu_astronomy","Advanced","Why can't we see the Sun's corona except during total solar eclipses?

Options:
A. The corona is made up mostly of charged particles which aren't luminous.
B. It's much too cool to emit visible light
C. We can't see magnetic fields
D. It's too diffuse","D","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0235","mmlu_astronomy","Advanced","From laboratory measurements we know that a particular spectral line formed by hydrogen appears at a wavelength of 486.1 nanometers (nm). The spectrum of a particular star shows the same hydrogen line appearing at a wavelength of 485.9 nm. What can we conclude?

Options:
A. The star is getting hotter.
B. The star is getting colder.
C. The star is moving toward us.
D. The star is moving away from us.","C","Advanced-level knowledge required in astronomy.","MMLU","astronomy"
"P0236","mmlu_electrical_engineering","Advanced","What is used to protect the SCR from over current ?

Options:
A. CB and fuse.
B. Heat sink.
C. Snubber circuit.
D. Voltage clamping device.","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0237","mmlu_electrical_engineering","Advanced","If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is

Options:
A. DC only
B. AC only
C. Either AC or DC
D. An Impulse","C","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0238","mmlu_electrical_engineering","Advanced","Electric drive is becoming more and more popular because

Options:
A. all of below.
B. it provide smooth and easy control.
C. it is cheaper in cost.
D. it is simple and reliable.","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0239","mmlu_electrical_engineering","Advanced","For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?

Options:
A. 111.9 ohm
B. 11.19 ohm
C. 108 ohm
D. 115 ohm","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0240","mmlu_electrical_engineering","Advanced","What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?

Options:
A. 2
B. 4
C. 5
D. 6","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0241","mmlu_electrical_engineering","Advanced","Which of the following oscillators are used for low frequency (LF) applications

Options:
A. LC oscillators
B. RC oscillators
C. Both LC and RC Oscillators
D. None","B","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0242","mmlu_electrical_engineering","Advanced","A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is

Options:
A. 40π coulombs.
B. 80π coulombs.
C. 10π coulombs.
D. none of these.","B","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0243","mmlu_electrical_engineering","Advanced","The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is

Options:
A. 30
B. 140.
C. 150.
D. 200.","C","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0244","mmlu_electrical_engineering","Advanced","Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be

Options:
A. 160 µF
B. 10 µF
C. 40 µF
D. 5 µF","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0245","mmlu_electrical_engineering","Advanced","Inintel 8085A microprocessor ALE signal is made high to

Options:
A. Enable the data bus to be used as low order address bus
B. To latch data D0-D7 from data bus
C. To disable data bus
D. To achieve all the functions listed above","A","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0246","mmlu_electrical_engineering","Advanced","How many bits are required to store one BCD digit ?

Options:
A. 1
B. 2
C. 3
D. 4","D","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0247","mmlu_electrical_engineering","Advanced","The resistivity of the conductor depends on

Options:
A. area of the conductor.
B. length of the conductor.
C. type of material.
D. none of these.","C","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
